所有	8102
黑暗	5630
突然	4389
孤独	4236
沉默	3752
幸福	2997
整个	2821
温暖	2491
自由	2470
寂寞	2233
遥远	2109
寂静	2039
巨大	2016
痛苦	2010
快乐	2000
不同	1992
唯一	1990
年轻	1943
悲伤	1862
重新	1855
充满	1738
永恒	1731
温柔	1631
亲爱	1628
依旧	1553
小小的	1524
明亮	1477
干净	1452
一般	1440
柔软	1409
恐惧	1366
神秘	1332
美好	1326
沉重	1267
模糊	1254
寒冷	1228
完全	1227
平静	1225
简单	1193
伟大	1148
忧郁	1130
最好	1118
短暂	1070
容易	1067
努力	1058
潮湿	1048
疯狂	1034
悄悄	1033
摇晃	1021
清晰	959
灿烂	947
深深	927
重要	904
洁白	899
冰冷	898
欢乐	872
成熟	871
悲哀	867
坚硬	864
完整	863
荒凉	860
疲惫	850
辽阔	848
危险	818
苍白	818
苦难	807
匆匆	804
不安	793
衰老	774
迅速	765
漂亮	764
完美	750
甜蜜	750
彻底	748
清楚	748
腐烂	743
冰凉	740
漆黑	734
热爱	734
长长的	734
孤单	711
喜悦	705
疲倦	667
所谓	665
清澈	658
惊醒	655
善良	634
唯有	630
脆弱	629
清醒	627
光亮	625
荒芜	625
轻易	620
静静地	616
苍茫	613
纯洁	605
纯粹	602
不幸	591
轻盈	585
卑微	583
根本	581
赤裸	578
茫茫	572
幽暗	558
长满	552
浪漫	548
直接	543
恍惚	540
正好	539
轻轻地	538
雪白	536
骄傲	535
朦胧	534
无形	520
高兴	519
确实	517
辉煌	516
伤害	515
沉思	509
清凉	509
耐心	509
意外	507
小小	505
最大	492
庞大	491
微弱	485
无聊	483
尖锐	477
沉寂	476
贫穷	476
光滑	472
同一个	471
孤寂	471
艰难	466
安全	457
粗糙	457
隐秘	454
健康	451
仔细	450
阴暗	448
高贵	447
热烈	442
优雅	441
茫然	437
锋利	437
激动	432
繁华	432
单纯	429
肮脏	427
闪亮	421
复杂	420
忙碌	420
羞涩	419
斑驳	415
不朽	412
紧张	411
犹豫	410
贪婪	409
尊严	404
干燥	402
成功	402
苍老	401
庄严	400
焦虑	396
很大	392
昏暗	392
虔诚	392
鲜艳	392
勇敢	391
混乱	391
渺小	387
固执	385
苦涩	385
幸运	378
最美	375
黑白	373
连同	372
深沉	371
美妙	369
认真	369
灵感	367
宽阔	365
丰富	363
坚定	363
残酷	363
遗憾	363
轻松	362
强烈	360
滚烫	360
恐怖	359
清明	357
高大	355
准确	352
凌乱	352
漫天	352
深邃	351
具体	349
敏感	349
暗淡	349
隐约	349
匆忙	347
浑浊	347
惟有	345
纯净	344
耀眼	341
惊讶	339
广阔	338
清脆	337
好奇	336
不错	335
同一	333
晶莹	333
最高	333
鲜红	331
隐隐	330
湿漉漉	327
薄薄的	327
暧昧	326
缠绵	326
黯淡	325
慈悲	322
丑陋	320
亲切	318
淡淡的	315
腐朽	315
优美	312
洁净	312
混沌	311
很小	309
热闹	308
高高	308
厚厚的	307
顺便	306
固定	305
平衡	305
神奇	305
迷茫	305
舒服	303
悄悄地	302
滚滚	302
和谐	301
平凡	301
残忍	300
低矮	299
单薄	298
显然	298
烦恼	295
空荡荡	295
僵硬	293
精致	293
默默地	293
羞愧	292
晴朗	290
曲折	290
不久	289
聪明	289
忧愁	287
沮丧	286
惊恐	284
静静的	284
虚伪	282
邪恶	282
强大	277
悲悯	277
有限	277
静寂	277
灰暗	276
快感	274
破旧	274
大小	272
平常	271
严肃	270
奇异	270
残缺	270
微小	264
枯黄	264
惊动	263
